Name,Platform,Year,Genre,Publisher,NorthAmerica_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales
Final Fantasy,WS,2000,Role-Playing,SquareSoft,0.0,0.0,0.51,0.0,0.51
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0.0,0.04,0.51
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.24,0.0,0.08,0.51
Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0.0,0.01,0.51
Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0.0,0.04,0.51
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51
River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0.0,0.01,0.51
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51
Guitar Hero Live,XOne,2015,Misc,Activision,0.29,0.17,0.0,0.05,0.51
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
Monopoly Party,PS2,2002,Misc,Infogrames,0.25,0.19,0.0,0.06,0.51
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,0.12,0.33,0.0,0.06,0.51
NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0.0,0.01,0.5
F1 2012,X360,2012,Racing,Codemasters,0.1,0.35,0.0,0.06,0.5
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.5
Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5
Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0.0,0.01,0.5
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5
Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.22,0.12,0.11,0.05,0.5
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0.0,0.0,0.5,0.0,0.5
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,0.14,0.02,0.32,0.02,0.5
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0.0,0.01,0.5
Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0.0,0.03,0.5
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.25,0.19,0.0,0.06,0.5
Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0.0,0.01,0.5
Activision Anthology,PS2,2002,Misc,Activision,0.25,0.19,0.0,0.06,0.5
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.19,0.0,0.04,0.5
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.0,0.04,0.5
Babysitting Mama,Wii,2010,Simulation,505 Games,0.34,0.12,0.0,0.04,0.5
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.5
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05,0.5
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.5
Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.4,0.09,0.0,0.01,0.5
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.01,0.0,0.04,0.5
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0.0,0.06,0.5
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5
Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5
Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.27,0.18,0.0,0.05,0.5
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5
Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.5
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5
FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5
Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5
The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.22,0.0,0.08,0.5
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.0,0.06,0.5
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.29,0.16,0.0,0.04,0.5
Madden NFL 11,PS2,2010,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0.0,0.04,0.5
The Price is Right,DS,2008,Misc,Ubisoft,0.46,0.0,0.0,0.04,0.5
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5
Cars 2,X360,2011,Racing,Disney Interactive Studios,0.28,0.17,0.0,0.05,0.5
Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.29,0.16,0.0,0.05,0.5
Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0.0,0.01,0.5
SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,0.24,0.19,0.0,0.06,0.5
Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.5
Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0.0,0.06,0.5
Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0.0,0.07,0.5
Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.2,0.0,0.08,0.5
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5
The Evil Within,X360,2014,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0.0,0.01,0.5
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0.0,0.06,0.5
Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0.0,0.01,0.5
Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0.0,0.01,0.5
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0.0,0.0,0.04,0.49
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.17,0.13,0.03,0.49
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0.0,0.04,0.49
Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0.0,0.01,0.49
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.2,0.0,0.08,0.49
Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0.0,0.01,0.49
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015,Action,Square Enix,0.0,0.0,0.49,0.0,0.49
Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.29,0.0,0.11,0.49
The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0.0,0.07,0.49
Kane & Lynch 2: Dog Days,X360,2010,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49
WWE Wrestlemania X8,GC,2002,Fighting,THQ,0.38,0.1,0.0,0.01,0.49
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49
Power Rangers: Dino Thunder,GBA,2003,Action,THQ,0.35,0.13,0.0,0.01,0.49
GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49
Ultimate I Spy,Wii,2008,Adventure,Scholastic Inc.,0.45,0.0,0.0,0.03,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0.0,0.0,0.04,0.49
The Sims,GC,2003,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49
Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
Mario & Wario,SNES,1993,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.2,0.0,0.05,0.49
Pokemon Art Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49
FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49
Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,0.42,0.02,0.02,0.03,0.49
Medal of Honor,PC,2010,Shooter,Electronic Arts,0.2,0.23,0.0,0.07,0.49
Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,0.28,0.17,0.0,0.04,0.49
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0.0,0.0,0.49,0.0,0.49
Terraria,PS3,2013,Action,505 Games,0.07,0.26,0.09,0.07,0.49
Backyard Baseball,PS2,2004,Sports,Atari,0.24,0.19,0.0,0.06,0.49
WipEout Pulse,PS2,2009,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,0.24,0.19,0.0,0.06,0.49
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
LEGO Marvel Super Heroes,DS,2013,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0.0,0.04,0.49
Taiko no Tatsujin: Appare Sandaime,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0.0,0.05,0.49
One Piece: Grand Battle!,PS,2001,Fighting,Atari,0.0,0.0,0.46,0.03,0.49
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Shooter,Activision,0.25,0.01,0.0,0.22,0.49
Football Manager Handheld 2009,PSP,2008,Sports,Sega,0.0,0.47,0.0,0.02,0.49
Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49
Spy Hunter 2,PS2,2003,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49
F1 2014,PS3,2014,Racing,Codemasters,0.07,0.31,0.02,0.08,0.49
Pac-Man World 2,XB,2002,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49
Bass Pro Shops: The Strike,Wii,2009,Sports,XS Games,0.45,0.0,0.0,0.03,0.49
Die Hard Trilogy 2: Viva Las Vegas,PS,1999,Action,Fox Interactive,0.27,0.18,0.0,0.03,0.49
Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0.0,0.06,0.49
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49
Steel Diver,3DS,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
SimCity 2000,SNES,1995,Simulation,THQ,0.0,0.0,0.49,0.0,0.49
Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.49
Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.12,0.23,0.07,0.07,0.49
Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.06,0.0,0.04,0.49
Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.44,0.01,0.0,0.04,0.49
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49
Sonic & All-Stars Racing Transformed,PSV,2012,Racing,Sega,0.12,0.25,0.0,0.11,0.48
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.02,0.0,0.04,0.48
Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,0.33,0.11,0.01,0.04,0.48
Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft,0.0,0.48,0.0,0.0,0.48
Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0.0,0.07,0.48
Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.16,0.18,0.05,0.09,0.48
Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,0.48
Madagascar: Operation Penguin,GBA,2005,Action,Activision,0.35,0.13,0.0,0.01,0.48
Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,0.15,0.27,0.0,0.06,0.48
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.42,0.03,0.0,0.04,0.48
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48
NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48
Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48
Millipede,2600,1983,Shooter,Atari,0.45,0.03,0.0,0.01,0.48
The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48
Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.24,0.0,0.05,0.48
Jeopardy!,PS2,2003,Misc,Atari,0.24,0.18,0.0,0.06,0.48
Destroy All Humans! 2,PS2,2006,Action,THQ,0.4,0.02,0.0,0.07,0.48
ECW Hardcore Revolution,PS,1999,Fighting,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48
Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,0.42,0.03,0.0,0.04,0.48
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48
Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48
Rock Band Unplugged,PSP,2009,Misc,MTV Games,0.24,0.15,0.0,0.1,0.48
OkamiDen,DS,2010,Adventure,Capcom,0.25,0.07,0.13,0.03,0.48
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.21,0.0,0.05,0.48
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.09,0.24,0.03,0.12,0.48
Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48
Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,Take-Two Interactive,0.44,0.01,0.0,0.03,0.48
All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48
Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.48
Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0.0,0.06,0.48
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48
Harvest Moon DS (US sales),DS,2005,Simulation,Rising Star Games,0.41,0.07,0.0,0.0,0.48
Vigilante 8: 2nd Offense,PS,1999,Racing,Activision,0.27,0.18,0.0,0.03,0.48
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48
Football Manager 2015,PC,2014,Simulation,Sega,0.0,0.43,0.0,0.05,0.48
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.18,0.24,0.0,0.05,0.48
Skylanders: SuperChargers,WiiU,2015,Action,Activision,0.25,0.18,0.0,0.04,0.48
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.48
Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,0.45,0.0,0.0,0.03,0.48
FlingSmash,Wii,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48
NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0.0,0.04,0.48
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.48
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.19,0.01,0.04,0.48
Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48
Up,PS2,2009,Action,THQ,0.19,0.05,0.0,0.24,0.48
Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0.0,0.0,0.48
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0.0,0.01,0.48
SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48
Cars: Race-O-Rama,DS,2009,Racing,THQ,0.35,0.09,0.0,0.04,0.48
Emergency Heroes,Wii,2008,Racing,Ubisoft,0.15,0.27,0.0,0.06,0.48
Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47
Double Dragon,2600,1989,Action,Activision,0.45,0.02,0.0,0.01,0.47
Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47
NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47
Dark Sector,PS3,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
Unreal Tournament III,X360,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47
X-Men: Next Dimension,PS2,2002,Fighting,Activision,0.23,0.18,0.0,0.06,0.47
Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47
MySims Racing,Wii,2009,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47
Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47
Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47
Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47
Gauntlet Legends,PS,2000,Action,Midway Games,0.26,0.18,0.0,0.03,0.47
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47
Deadpool,PS3,2013,Action,Activision,0.23,0.17,0.0,0.08,0.47
WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47
ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47
Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.14,0.28,0.0,0.04,0.47
WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,0.3,0.13,0.0,0.04,0.47
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
Petz Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47
Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.21,0.0,0.04,0.47
Densetsu no Stafi,GBA,2002,Platform,Nintendo,0.0,0.0,0.46,0.01,0.47
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47
Hot Wheels Velocity X,PS2,2002,Racing,THQ,0.23,0.18,0.0,0.06,0.47
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.05,0.3,0.01,0.12,0.47
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0.0,0.45,0.0,0.02,0.47
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47
Clash of Elementalists,DS,2010,Action,Level 5,0.0,0.0,0.47,0.0,0.47
Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0.0,0.04,0.47
Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.14,0.25,0.0,0.08,0.47
L.A. Rush,PS2,2005,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47
Bomberman Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47
Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0.0,0.01,0.47
Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47
Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47
Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47
Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47
Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47
Commando,2600,1987,Action,Activision,0.44,0.02,0.0,0.0,0.47
Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47
The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.47
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47
NHL 16,XOne,2015,Sports,Electronic Arts,0.37,0.05,0.0,0.05,0.47
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47
MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0.0,0.0,0.04,0.47
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0.0,0.0,0.03,0.47
Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0.0,0.0,0.47,0.0,0.47
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47
The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0.0,0.38,0.0,0.09,0.47
